"ERA" "R" "ER" "HR" "WHIP" "GO_AO" "OBP" "SLG" "OPS" "K_9" "BB_9" "H_9" "K_BB" "P_IP" "WR"
"370" 3.49 0.471204188481675 0.392670157068063 0.157068062827225 1.32 0.76 0.315 0.417 0.732 6.98 3.03 8.84 2.31 16.09 -0.2
"371" 3.97 0.509977827050998 0.443458980044346 0.0886917960088692 1.13 0.54 0.28 0.291 0.571 8.93 4.76 5.36 1.88 17.47 0
"372" 6.3 0.728571428571429 0.7 0.157142857142857 1.44 1.24 0.33 0.49 0.82 6.3 2.31 10.67 2.72 17.76 -0.555555555555556
"373" 8.39 1.04591836734694 0.943877551020408 0.255102040816327 2.02 1.13 0.42 0.6 1.02 3.63 6.13 12.03 0.59 18.33 -0.428571428571429
"374" 8.27 0.918918918918919 0.918918918918919 0.216216216216216 1.86 0.95 0.401 0.53 0.931 6.81 5.59 11.19 1.22 19.19 -0.2
"375" 2.27 0.309423347398031 0.253164556962025 0.0984528832630099 0.93 1.01 0.256 0.328 0.584 6.43 1.89 6.43 3.4 14.92 0.333333333333333
"376" 6.02 0.759219088937093 0.672451193058568 0.17353579175705 1.64 1.46 0.366 0.475 0.842 7.96 5.24 9.52 1.52 18.93 0
"377" 2.4 0.266666666666667 0.266666666666667 0.133333333333333 1.17 0.76 0.292 0.382 0.673 4.8 3 7.5 1.6 15.4 1
"378" 9 1 1 0 2.58 1.38 0.492 0.48 0.972 3 9.75 13.5 0.31 19.83 1
"379" 2.45 0.3125 0.3125 0.3125 1.91 0.5 0.467 0.583 1.05 7.36 7.36 9.82 1 18.27 1
"380" 3.33 0.460947503201024 0.371318822023047 0.115236875800256 1.31 2.18 0.323 0.41 0.733 9.19 2.87 8.96 3.2 16.85 0
"381" 4.15 0.471698113207547 0.471698113207547 0.0471698113207547 1.52 4.1 0.368 0.386 0.754 5.4 4.15 9.55 1.3 16.52 0
"382" 7.56 0.864197530864198 0.864197530864198 0.246913580246914 1.44 0.9 0.333 0.618 0.951 6.48 1.08 11.88 6 16.44 1
"383" 7.28 0.924657534246575 0.821917808219178 0.136986301369863 1.79 2.25 0.376 0.541 0.917 4.25 1.82 14.26 2.33 17.43 -0.6
"384" 4.85 0.538461538461538 0.538461538461538 0.230769230769231 1.46 2 0.339 0.5 0.839 6.23 4.15 9 1.5 15.62 1
"385" 3.11 0.376344086021505 0.349462365591398 0.053763440860215 1.19 0.81 0.308 0.331 0.639 8.36 3.11 7.65 2.69 16.75 -0.5
"386" 7.56 0.864197530864198 0.864197530864198 0.246913580246914 1.92 0.41 0.395 0.583 0.978 4.86 4.32 12.96 1.13 17.7 -0.5
"387" 3.6 0.4 0.4 0 1.6 0.22 0.364 0.571 0.935 5.4 1.8 12.6 3 18.2 1
"388" 7.07 0.785714285714286 0.785714285714286 0.285714285714286 1.79 2.18 0.379 0.623 1.002 4.5 3.21 12.86 1.4 16.71 1
"389" 3.09 0.371428571428571 0.342857142857143 0.0857142857142857 1.26 0.63 0.308 0.301 0.609 7.2 5.4 5.91 1.33 16.66 1
"390" 3.21 0.357142857142857 0.357142857142857 0.214285714285714 1.43 0.94 0.356 0.519 0.874 7.07 2.57 10.29 2.75 16.93 1
"391" 4.76 0.551601423487544 0.533807829181495 0.124555160142349 1.61 1.68 0.373 0.443 0.816 6.67 5.4 9.05 1.24 17.33 0
"392" 3.96 0.445026178010471 0.445026178010471 0.0523560209424084 1.14 1.59 0.312 0.299 0.611 6.98 3.26 6.98 2.14 15.62 1
"393" 5.64 0.697674418604651 0.631229235880399 0.166112956810631 1.52 1.38 0.359 0.525 0.883 4.15 2.37 11.27 1.75 15.76 0
"394" 3.81 0.423076923076923 0.423076923076923 0.115384615384615 1.42 1.2 0.364 0.394 0.758 7.96 3.46 9.35 2.3 17.88 1
"395" 4.35 0.495049504950495 0.495049504950495 0.198019801980198 1.84 0.38 0.396 0.561 0.957 6.97 6.1 10.45 1.14 18.39 0
"396" 4.39 0.49618320610687 0.49618320610687 0.152671755725191 1.46 2.67 0.351 0.471 0.822 5.06 2.7 10.46 1.88 16.54 1
"397" 0.61 0.0704225352112676 0.0704225352112676 0 0.68 1.31 0.192 0.2 0.392 8.59 1.23 4.91 7 13.7 1
"398" 6.8 0.755555555555556 0.755555555555556 0.177777777777778 1.44 1 0.333 0.486 0.82 4.4 2.4 10.6 1.83 16.93 -0.5
"399" 3.27 0.377867746288799 0.364372469635628 0.0674763832658569 1.12 1.28 0.284 0.321 0.605 8.72 3.39 6.66 2.57 17.21 -0.333333333333333
"400" 2.84 0.368421052631579 0.315789473684211 0.210526315789474 1.11 0.36 0.269 0.419 0.688 9.47 1.89 8.05 5 17.53 1
"401" 7.43 0.869565217391304 0.826086956521739 0.130434782608696 1.91 2.33 0.407 0.439 0.846 4.7 5.09 12.13 0.92 17.83 -0.333333333333333
"402" 3.97 0.444915254237288 0.444915254237288 0.0635593220338983 1.64 1.8 0.372 0.348 0.719 5.48 5.29 9.44 1.04 17.39 -0.666666666666667
"403" 8.56 0.984848484848485 0.984848484848485 0.151515151515152 2.2 0.67 0.441 0.5 0.941 5.27 6.59 13.17 0.8 18.51 1
"404" 7.71 0.86734693877551 0.86734693877551 0.178571428571429 1.84 0.93 0.407 0.59 0.997 5.9 3.18 13.39 1.86 17.27 -0.6
"405" 5.26 0.634920634920635 0.595238095238095 0.0793650793650794 2.1 1.4 0.42 0.463 0.883 5.96 7.01 11.92 0.85 19.29 1
"406" 4.18 0.488322717622081 0.467091295116773 0.0849256900212314 1.44 0.87 0.332 0.347 0.679 7.99 6.08 6.85 1.31 18.65 -0.333333333333333
"407" 2.73 0.353697749196141 0.305466237942122 0.0482315112540193 1.1 0.75 0.277 0.293 0.569 11.78 3.16 6.75 3.73 17.89 -0.666666666666667
"408" 4.2 0.533333333333333 0.466666666666667 0.2 1.13 0.88 0.295 0.407 0.702 7.2 3.6 6.6 2 13.93 0
"409" 5.63 0.625 0.625 0.25 1.38 2.33 0.333 0.467 0.8 4.5 4.5 7.88 1 16.69 0
"410" 2.08 0.235849056603774 0.235849056603774 0 1.43 0.71 0.344 0.311 0.655 6.23 5.4 7.48 1.15 16.98 -0.5
"411" 3.53 0.510440835266821 0.394431554524362 0.0696055684454756 1.22 0.45 0.29 0.345 0.636 6.02 2.91 8.1 2.07 16.75 -0.5
"412" 5.14 0.571428571428571 0.571428571428571 0.142857142857143 1.33 1.22 0.326 0.494 0.82 5.14 1.29 10.71 4 15.1 -0.5
"413" 6 0.708333333333333 0.666666666666667 0.166666666666667 1.65 1.04 0.378 0.495 0.873 6 3.94 10.88 1.52 17.73 -0.5
"414" 10.8 1.29032258064516 1.29032258064516 0 1.8 2 0.4 0.615 1.015 2.7 5.4 10.8 0.5 16.2 1
"415" 7.68 1 0.852941176470588 0.264705882352941 1.68 1.26 0.373 0.538 0.911 9 6.62 8.47 1.36 21.06 -0.6
"416" 5.84 0.743801652892562 0.661157024793388 0.165289256198347 1.78 0.65 0.373 0.429 0.801 8.03 6.57 9.49 1.22 18.65 1
"417" 4.05 0.806451612903226 0.483870967741935 0 1.05 1.14 0.269 0.333 0.603 6.75 1.35 8.1 5 14.4 1
"418" 3.69 0.416666666666667 0.416666666666667 0.0961538461538462 1.33 0.53 0.316 0.342 0.658 7.39 3.98 7.96 1.86 17.24 1
"419" 7.81 0.872817955112219 0.872817955112219 0.199501246882793 1.93 0.57 0.409 0.602 1.012 4.69 3.35 14.06 1.4 18.15 -0.333333333333333
"420" 5.31 0.692307692307692 0.58974358974359 0.0512820512820513 1.56 1.6 0.36 0.378 0.738 6 5.77 8.31 1.04 16.05 -0.333333333333333
"421" 18 2 2 0 3 0.17 0.526 0.385 0.911 6 15 12 0.4 27 1
"422" 9.82 1.10497237569061 1.10497237569061 0.0552486187845304 2.56 1.65 0.495 0.573 1.068 4.91 5.89 17.18 0.83 19.69 0
"423" 4.12 0.46875 0.46875 0.104166666666667 1.58 0.65 0.36 0.324 0.683 6.86 8.24 5.95 0.83 18.05 1
"424" 5.83 0.744849445324881 0.649762282091918 0.0792393026941363 1.75 1.73 0.382 0.496 0.878 5.54 3.27 12.51 1.7 17.91 -0.666666666666667
"425" 5.47 0.619834710743802 0.619834710743802 0.206611570247934 1.42 0.34 0.336 0.515 0.852 4.74 3.28 9.49 1.44 18 -0.333333333333333
"426" 5.7 0.663507109004739 0.639810426540284 0.118483412322275 1.64 1.79 0.375 0.436 0.811 7.59 4.64 10.13 1.64 18.3 -0.666666666666667
"427" 5.22 0.652920962199313 0.584192439862543 0.171821305841924 1.5 2.24 0.357 0.504 0.861 6.14 3.68 9.82 1.67 16.91 -0.333333333333333
"428" 5.25 0.583333333333333 0.583333333333333 0 1.75 1.27 0.404 0.319 0.723 7.5 5.25 10.5 1.43 19.67 1
"429" 5.66 0.891089108910891 0.643564356435644 0.148514851485149 1.84 0.78 0.392 0.533 0.925 6.53 3.05 13.5 2.14 20.03 -0.333333333333333
"430" 2.18 0.272727272727273 0.242424242424242 0.0606060606060606 1.3 3.22 0.329 0.32 0.648 6.27 4.09 7.64 1.53 15.15 -0.333333333333333
"431" 8.02 0.900473933649289 0.900473933649289 0.33175355450237 2.06 1.53 0.427 0.659 1.086 5.91 6.33 12.23 0.93 18.98 -0.5
"432" 5.33 0.62962962962963 0.592592592592593 0.148148148148148 1.19 0.7 0.284 0.449 0.733 3.33 1.67 9 2 14.15 -0.333333333333333
"433" 3.23 0.596026490066225 0.364238410596027 0.0993377483443709 1.43 1.25 0.328 0.44 0.768 5.87 2.35 10.57 2.5 16.37 1
"434" 5.37 0.69620253164557 0.60126582278481 0.0949367088607595 1.76 1.03 0.387 0.452 0.838 7.77 4.81 11.03 1.62 19.3 -0.666666666666667
"435" 6.53 0.775 0.725 0.15 1.9 1.56 0.416 0.548 0.963 6.08 3.38 13.73 1.8 18.18 1
"436" 5.14 0.595238095238095 0.571428571428571 0.19047619047619 1.57 0.89 0.353 0.429 0.782 7.93 6.64 7.5 1.19 18.76 -0.5
"437" 5.66 0.693069306930693 0.643564356435644 0.247524752475248 1.45 0.82 0.326 0.494 0.82 10.02 5.23 7.84 1.92 19.6 -0.5
"438" 4.79 0.841584158415842 0.544554455445545 0.148514851485149 1.69 0.44 0.371 0.56 0.931 6.97 3.92 11.32 1.78 16.35 -0.333333333333333
"439" 4.09 0.5 0.454545454545455 0.136363636363636 1.27 0.44 0.312 0.427 0.739 4.09 3.27 8.18 1.25 17.09 0
"440" 4.58 0.572916666666667 0.520833333333333 0.104166666666667 1.42 0.96 0.345 0.375 0.72 3.66 5.03 7.78 0.73 16.12 1
"441" 3.29 0.378787878787879 0.378787878787879 0.0757575757575758 1.54 1.33 0.368 0.388 0.756 3.95 5.27 8.56 0.75 16.61 1
"442" 4.17 0.48780487804878 0.463414634146341 0.0975609756097561 1.46 1.11 0.335 0.374 0.709 10.1 5.05 8.12 2 17.37 -0.5
"443" 6.39 0.717131474103586 0.717131474103586 0.0796812749003984 1.78 1.16 0.39 0.48 0.869 3.2 6.04 9.95 0.53 19.11 -0.333333333333333
"444" 5.4 0.606060606060606 0.606060606060606 0.173160173160173 1.33 0.37 0.33 0.456 0.786 6.17 2.7 9.26 2.29 16.63 0
"445" 3.52 0.555555555555556 0.416666666666667 0 1.96 1.11 0.395 0.4 0.795 5.87 3.52 14.09 1.67 19.04 1
"446" 1.33 0.193452380952381 0.148809523809524 0.0744047619047619 0.9 1.3 0.242 0.279 0.521 9.84 2.39 5.72 4.11 15.83 -0.333333333333333
"447" 7.07 0.785714285714286 0.785714285714286 0.142857142857143 2 1.38 0.412 0.533 0.945 7.07 5.14 12.86 1.38 19.36 0
"448" 3.86 0.434782608695652 0.434782608695652 0 1.56 1.09 0.356 0.358 0.714 6.61 5.23 8.82 1.26 18.18 -0.333333333333333
"449" 13 1.44444444444444 1.44444444444444 0.333333333333333 2.44 0.92 0.478 0.618 1.096 4 11 11 0.36 19.22 0
"450" 6.46 0.787781350482315 0.723472668810289 0.160771704180064 1.87 1.14 0.395 0.504 0.898 7.04 4.45 12.35 1.58 17.31 -0.6
"451" 4.56 0.555555555555556 0.515873015873016 0.0396825396825397 1.64 0.93 0.379 0.481 0.86 6.66 2.81 11.92 2.38 17.03 -0.333333333333333
"452" 4.84 0.588235294117647 0.542986425339366 0.180995475113122 1.7 0.5 0.376 0.576 0.952 5.64 3.63 11.69 1.56 19.88 1
"453" 4.04 0.451306413301663 0.451306413301663 0.118764845605701 1.46 0.92 0.346 0.454 0.8 4.46 3.19 9.99 1.4 16.72 0
"454" 5.98 0.708812260536398 0.670498084291188 0.28735632183908 1.33 0.75 0.323 0.544 0.867 6.49 2.39 9.57 2.71 16.01 -0.333333333333333
"455" 4.34 0.539083557951482 0.485175202156334 0.0269541778975741 1.45 1.5 0.339 0.379 0.718 3.13 2.17 10.85 1.44 16.26 -0.6
"456" 2.67 0.296296296296296 0.296296296296296 0.111111111111111 1.04 1.07 0.276 0.28 0.556 7 3.67 5.67 1.91 16.19 0
"457" 4 0.444444444444444 0.444444444444444 0.0740740740740741 1.26 0.82 0.319 0.491 0.809 6.67 0.67 10.67 10 16.22 -0.5
"458" 3.72 0.434782608695652 0.434782608695652 0.326086956521739 0.83 2.5 0.237 0.472 0.709 7.45 0.93 6.52 8 16.14 1
"459" 5.31 0.593824228028504 0.593824228028504 0.142517814726841 1.7 0.54 0.373 0.476 0.849 5.74 5.31 9.99 1.08 17.6 -0.333333333333333
"460" 4.2 0.5 0.466666666666667 0.0666666666666667 1.57 1.06 0.356 0.407 0.762 5.4 4.5 9.6 1.2 16.5 0
"461" 5.47 0.651340996168582 0.613026819923372 0.0766283524904215 1.56 1.72 0.35 0.42 0.77 4.1 1.37 12.65 3 15.34 1
"462" 8.47 0.941176470588235 0.941176470588235 0.235294117647059 2.29 1.05 0.471 0.571 1.043 4.76 7.41 13.24 0.64 21.94 1
"463" 2.28 0.441176470588235 0.257352941176471 0 1.41 1.03 0.325 0.274 0.599 8.13 4.88 7.81 1.67 17.71 1
"464" 4.47 0.499108734402852 0.499108734402852 0.071301247771836 1.49 0.81 0.354 0.387 0.741 9.27 3.99 9.43 2.32 17.4 -0.333333333333333
"465" 7.85 0.883977900552486 0.883977900552486 0.331491712707182 1.36 0.52 0.325 0.58 0.904 6.38 3.44 8.84 1.86 16.58 1
"466" 3.51 0.392749244712991 0.392749244712991 0.151057401812689 1.29 1.03 0.316 0.432 0.748 7.02 2.16 9.45 3.25 16.05 1
"467" 2.88 0.338680926916221 0.320855614973262 0.071301247771836 1.31 1.12 0.314 0.35 0.664 7.51 3.51 8.31 2.14 16.56 -0.333333333333333
"468" 5.1 0.774907749077491 0.571955719557196 0.0922509225092251 1.85 2.05 0.397 0.454 0.851 8.4 4.61 12.02 1.82 18.8 -0.666666666666667
"469" 4.26 0.5 0.473684210526316 0.0526315789473684 1.29 3 0.333 0.384 0.717 9 2.84 8.76 3.17 15.13 0
"470" 1.69 0.3125 0.1875 0.0625 1.31 1.06 0.338 0.339 0.677 7.31 3.94 7.88 1.86 16.94 1
"471" 10.48 1.26696832579186 1.17647058823529 0.316742081447964 2.55 2.13 0.484 0.663 1.147 8.46 8.06 14.91 1.05 21.72 -0.5
"472" 7.71 0.857142857142857 0.857142857142857 0.0714285714285714 2.14 0.69 0.444 0.433 0.878 12.86 6.43 12.86 2 23.64 0
"473" 5.02 0.672043010752688 0.564516129032258 0.32258064516129 1.57 1.09 0.365 0.585 0.95 5.02 4.06 10.04 1.24 16.27 -0.5
"474" 4.68 0.54 0.52 0.08 1.64 1.13 0.37 0.384 0.754 9 6.66 8.1 1.35 19.42 -0.333333333333333
"475" 5.28 0.608695652173913 0.58695652173913 0.217391304347826 1.46 0.67 0.337 0.5 0.837 9.59 3.72 9.39 2.58 17.8 -0.333333333333333
"476" 6.87 0.815789473684211 0.763157894736842 0.315789473684211 1.68 0.6 0.367 0.613 0.981 5.68 2.61 12.55 2.18 17.37 -0.5
"477" 6.1 0.693069306930693 0.693069306930693 0 2.13 3 0.468 0.447 0.915 10.45 7.84 11.32 1.33 17.52 0
"478" 7.78 0.989583333333333 0.885416666666667 0 2.08 1 0.433 0.481 0.914 4.12 6.41 12.36 0.64 19.12 -0.333333333333333
"479" 6.21 0.779569892473118 0.698924731182796 0.10752688172043 1.83 2.24 0.41 0.426 0.836 7.41 7.17 9.32 1.03 18.66 -0.5
"480" 3.12 0.380116959064327 0.350877192982456 0.146198830409357 1.15 1.9 0.295 0.403 0.698 4.93 1.82 8.57 2.71 14.54 -0.333333333333333
"481" 3.63 0.520361990950226 0.407239819004525 0.0904977375565611 1.43 1.56 0.34 0.4 0.74 6.04 4.03 8.87 1.5 16.52 0
"482" 4.78 0.564516129032258 0.537634408602151 0.161290322580645 1.54 1.37 0.347 0.47 0.817 5.97 4.06 9.8 1.47 17.81 -0.5
"483" 6.57 0.826446280991736 0.743801652892562 0.0826446280991736 1.54 1 0.357 0.5 0.857 3.65 2.92 10.95 1.25 16.54 -1
"484" 3.95 0.454545454545455 0.454545454545455 0.0757575757575758 1.54 1.6 0.368 0.471 0.839 8.56 3.95 9.88 2.17 17.27 -1
"487" 7.93 0.997229916897507 0.886426592797784 0.221606648199446 2.09 0.98 0.434 0.59 1.024 4.46 4.21 14.61 1.06 18.74 -1
"488" 4.39 0.49618320610687 0.49618320610687 0.0381679389312977 1.31 1.78 0.327 0.394 0.721 4.73 2.03 9.79 2.33 13.65 -1
"489" 10.45 1.18811881188119 1.18811881188119 0.297029702970297 2.32 0.85 0.462 0.614 1.075 5.23 6.97 13.94 0.75 20.42 -1
"492" 5.68 0.819672131147541 0.655737704918033 0.491803278688525 0.95 0.57 0.231 0.583 0.814 12.79 2.84 5.68 4.5 15.63 -1
"493" 4.91 0.580110497237569 0.552486187845304 0.0828729281767956 1.83 0.77 0.395 0.474 0.869 6.14 4.66 11.78 1.32 18.98 -1
"495" 10.13 1.125 1.125 0.125 2.63 0.62 0.467 0.526 0.992 7.88 6.75 16.88 1.17 21.06 -1
"496" 7.5 0.833333333333333 0.833333333333333 0.25 1.89 1.05 0.406 0.6 1.006 6 3.5 13.5 1.71 18.61 -1
"498" 9 1 1 0.125 1.75 1.38 0.395 0.576 0.97 5.63 3.38 12.38 1.67 18.63 -1
"500" 1.91 0.25531914893617 0.212765957446809 0.0212765957446809 1.13 0.81 0.283 0.232 0.516 7.47 3.64 6.51 2.05 14.89 -1
"505" 4.91 0.633802816901408 0.563380281690141 0.28169014084507 1.16 1.46 0.3 0.536 0.836 7.36 1.23 9.2 6 15.27 -1
"506" 9 1 1 0 1 0.5 0.25 0.667 0.917 0 0 9 NA 18 -1
"510" 1.76 0.33112582781457 0.198675496688742 0 1.3 2 0.328 0.339 0.667 4.11 2.35 9.39 1.75 13.63 -1
"512" 6.6 0.733333333333333 0.733333333333333 0.133333333333333 1.93 1.42 0.408 0.492 0.9 9.6 5.4 12 1.78 18.93 -1
"513" 6.35 0.882352941176471 0.705882352941177 0.176470588235294 1.82 0.95 0.381 0.492 0.873 7.94 8.47 7.94 0.94 19.06 -1
"514" 6.19 0.708333333333333 0.6875 0.208333333333333 1.67 0.8 0.377 0.569 0.946 5.81 3.19 11.81 1.82 17.52 -1
"515" 4.83 0.576923076923077 0.544871794871795 0.192307692307692 1.29 0.8 0.312 0.488 0.8 4.55 2.27 9.38 2 17.05 -1
"517" 4.29 0.511363636363636 0.482954545454545 0.198863636363636 1.43 0.76 0.331 0.455 0.786 10.85 3.28 9.59 3.31 18.42 -1
"518" 5.4 0.714285714285714 0.625 0.178571428571429 1.97 1.67 0.426 0.455 0.88 8.49 7.71 10.03 1.1 17.57 -1
"520" 5.63 0.625 0.625 0.125 2.13 0.56 0.425 0.345 0.77 11.25 12.38 6.75 0.91 22.25 -1
"523" 22.5 2.5 2.5 0.25 3.5 0.67 0.538 0.85 1.388 4.5 9 22.5 0.5 25 -1
"526" 1.78 0.213675213675214 0.199430199430199 0.0427350427350427 1.15 3.33 0.298 0.291 0.59 7.26 3.44 6.88 2.11 15.57 -1
"527" 7.45 0.869565217391304 0.869565217391304 0.217391304347826 2.17 2.14 0.447 0.525 0.972 5.59 6.52 13.03 0.86 20.07 -1
"528" 3.52 0.463576158940397 0.397350993377483 0 1.63 1.31 0.357 0.328 0.685 8.8 5.28 9.39 1.67 17.8 -1
"529" 12 1.33333333333333 1.33333333333333 0.333333333333333 2.17 1.5 0.452 0.615 1.067 12 6 13.5 2 21.83 -1
"531" 4.06 0.451612903225806 0.451612903225806 0.225806451612903 1.32 0.51 0.318 0.491 0.81 6.68 3.77 8.13 1.77 17.52 -1
"532" 5.4 0.645161290322581 0.645161290322581 0.32258064516129 1.5 0.14 0.385 0.5 0.885 2.7 8.1 5.4 0.33 22.8 -1
"534" 9 1.07142857142857 1 0.142857142857143 2.07 1.58 0.417 0.565 0.981 7.71 5.14 13.5 1.5 19.93 -1
"537" 5.98 0.717592592592593 0.671296296296296 0.185185185185185 1.53 1.4 0.354 0.503 0.857 3.5 2.68 11.13 1.31 15.92 -1
"538" 8.81 0.993589743589744 0.993589743589744 0.16025641025641 1.96 0.39 0.403 0.504 0.906 7.67 6.54 11.08 1.17 20.15 -1
"539" 4.28 0.632530120481928 0.481927710843373 0.180722891566265 1.19 0.84 0.291 0.411 0.702 11.76 3.74 6.95 3.14 18.24 -1
"544" 9.72 1.11111111111111 1.11111111111111 0.123456790123457 2.22 1.5 0.44 0.541 0.981 7.56 5.4 14.58 1.4 21.06 -1
"546" 8.38 0.994764397905759 0.942408376963351 0.209424083769633 2.22 1.05 0.443 0.651 1.094 6.98 5.12 14.9 1.36 18.47 -1
"550" 6.62 0.764705882352941 0.735294117647059 0.0882352941176471 1.71 0.86 0.378 0.467 0.845 6.09 3.97 11.38 1.53 18.56 -1
"552" 16.36 1.81818181818182 1.81818181818182 0.363636363636364 2.36 0.63 0.443 0.702 1.144 7.36 2.45 18.82 3 19.55 -1
"553" 13.5 1.5 1.5 0 3.25 0.5 0.542 0.739 1.281 0 0 29.25 NA 19.5 -1
"554" 8.56 0.996309963099631 0.959409594095941 0.29520295202952 1.94 1.37 0.406 0.588 0.994 3.95 5.93 11.52 0.67 19.13 -1
"555" 4.32 0.617283950617284 0.493827160493827 0 1.44 1.25 0.333 0.344 0.677 7.56 4.32 8.64 1.75 17.88 -1
"556" 3.41 0.381231671554252 0.381231671554252 0.0586510263929619 1.31 1 0.331 0.355 0.686 6.82 3.41 8.39 2 15.79 -1
"558" 8.17 0.943877551020408 0.918367346938775 0.127551020408163 1.92 0.86 0.399 0.519 0.917 6.13 5.9 11.34 1.04 19.94 -1
"562" 4.17 0.499139414802065 0.464716006884682 0.0688468158347676 1.58 0.73 0.363 0.364 0.727 8.18 6.33 7.87 1.29 19.32 -1
"563" 3.82 0.439393939393939 0.424242424242424 0.121212121212121 1.44 0.69 0.345 0.426 0.771 7.09 3.68 9.27 1.93 17.79 -1
"565" 8.02 0.900473933649289 0.900473933649289 0.23696682464455 2.02 1 0.422 0.537 0.958 5.91 7.59 10.55 0.78 18.89 -1
"569" 4.75 0.611111111111111 0.527777777777778 0.111111111111111 1.39 0.73 0.327 0.423 0.75 5.5 3.5 9 1.57 17.25 -1
"572" 6.92 0.846153846153846 0.769230769230769 0.230769230769231 1.77 3.13 0.4 0.522 0.922 4.85 8.31 7.62 0.58 16.31 -1
"574" 4.09 0.485021398002853 0.456490727532097 0.0855920114122682 1.46 3.5 0.347 0.39 0.736 6.27 3.07 10.11 2.04 15.2 -1
"576" 7.48 1.02941176470588 0.845588235294118 0.220588235294118 1.77 0.47 0.379 0.583 0.961 6.51 4.55 11.39 1.43 19.77 -1
"577" 5.87 0.694444444444444 0.694444444444444 0 1.57 0.78 0.343 0.4 0.743 9.39 4.7 9.39 2 19.04 -1
"578" 0.87 0.099009900990099 0.099009900990099 0 0.29 0.86 0.088 0.118 0.206 4.35 0 2.61 NA 12.48 -1
"580" 1.17 0.416666666666667 0.138888888888889 0 1.83 1.67 0.395 0.355 0.75 9.39 5.87 10.57 1.6 20.48 -1
"581" 5.68 0.652591170825336 0.633397312859885 0.211132437619962 1.36 1.14 0.326 0.459 0.785 6.54 2.58 9.63 2.53 15.63 -1
"583" 9.67 1.4027149321267 1.08597285067873 0.271493212669683 2.15 1.07 0.431 0.695 1.126 3.63 2.82 16.52 1.29 20.6 -1
"585" 1.59 0.192307692307692 0.192307692307692 0.192307692307692 1.06 3.33 0.28 0.348 0.628 7.94 1.59 7.94 5 12.35 -1
"588" 4.73 0.534351145038168 0.534351145038168 0.152671755725191 1.2 0.67 0.291 0.46 0.751 10.13 2.7 8.1 3.75 16.2 -1
"590" 8.44 0.980392156862745 0.980392156862745 0.196078431372549 1.78 0.46 0.388 0.553 0.941 10.13 1.69 14.34 6 19.12 -1
"592" 4.57 0.556844547563805 0.510440835266821 0.0464037122969838 1.45 1.81 0.349 0.37 0.719 6.02 2.91 10.18 2.07 15.48 -1
"593" 20.25 2.41935483870968 2.41935483870968 0.32258064516129 3 2.2 0.524 0.8 1.324 5.4 5.4 21.6 1 24 -1
"594" 8.53 1.0655737704918 0.983606557377049 0.0819672131147541 2.37 1.43 0.485 0.451 0.936 2.13 9.24 12.08 0.23 19.97 -1
"595" 8.22 1.04347826086957 0.91304347826087 0.0869565217391304 2.26 1 0.441 0.539 0.98 5.09 5.87 14.48 0.87 19.91 -1
"597" 4.35 0.495049504950495 0.495049504950495 0.198019801980198 1.26 2 0.325 0.579 0.904 3.48 1.74 9.58 2 15.1 -1
"599" 11.68 1.40495867768595 1.32231404958678 0.165289256198347 2.27 1.45 0.433 0.6 1.033 8.03 3.65 16.78 2.2 21.57 -1
"602" 20.25 2.25 2.25 0.5 3.25 0.22 0.538 0.826 1.365 2.25 4.5 24.75 0.5 23 -1
"605" 30.38 4.09090909090909 4.09090909090909 0.454545454545455 3.75 0.17 0.579 0.75 1.329 3.38 6.75 27 0.5 26.25 -1
"607" 5.89 0.662983425414365 0.662983425414365 0.110497237569061 1.42 1.47 0.35 0.418 0.768 6.38 4.91 7.85 1.3 18 -1
"609" 5.14 0.571428571428571 0.571428571428571 0.142857142857143 1.43 0.73 0.355 0.5 0.855 2.57 2.57 10.29 1 16.57 -1
"610" 4.91 0.548628428927681 0.548628428927681 0.0748129675810474 1.59 1.15 0.358 0.375 0.733 10.93 6.69 7.59 1.63 19.24 -1
"615" 4.06 0.476190476190476 0.453514739229025 0.136054421768707 1.38 0.68 0.354 0.373 0.727 8.53 5.48 6.9 1.56 17.71 -1
"619" 3.05 0.428571428571429 0.339285714285714 0.0892857142857143 1.23 1.22 0.318 0.332 0.649 10.61 3.38 7.71 3.14 16.7 -1
"623" 4.73 0.623052959501558 0.529595015576324 0.124610591900312 1.45 1.03 0.349 0.441 0.79 5.57 3.9 9.19 1.43 15.99 -1
"626" 2.57 0.357142857142857 0.285714285714286 0.0714285714285714 1.14 0.39 0.298 0.277 0.575 10.29 5.79 4.5 1.78 16.71 -1
"627" 11.25 1.25 1.25 0.125 2.38 3.2 0.525 0.563 1.088 1.13 6.75 14.63 0.17 19.75 -1
"632" 8.15 0.930232558139535 0.930232558139535 0.348837209302326 1.7 0.48 0.373 0.622 0.995 6.62 4.08 11.21 1.63 20.66 -1
"634" 8.42 0.992063492063492 0.952380952380952 0.158730158730159 2.14 1.36 0.437 0.582 1.018 5.96 4.56 14.73 1.31 19.87 -1
"635" 6.75 0.75 0.75 0 2.75 0.13 0.524 0.579 1.103 4.5 4.5 20.25 1 20.75 -1
"636" 6.91 0.780141843971631 0.780141843971631 0.212765957446809 1.88 0.76 0.406 0.541 0.947 3.77 4.4 12.56 0.86 19.88 -1
"638" 3.6 0.4 0.4 0.1 2 0.77 0.469 0.486 0.956 5.4 8.1 9.9 0.67 17.8 -1
