"ERA" "R" "ER" "HR" "WHIP" "GO_AO" "OBP" "SLG" "OPS" "K_9" "BB_9" "H_9" "K_BB" "P_IP" "WR"
"176" 5.61 0.642201834862385 0.623853211009174 0.174311926605505 1.57 1.15 0.364 0.488 0.853 7.18 3.63 10.49 1.98 17.36 -0.0909090909090909
"177" 4.11 0.491228070175439 0.456140350877193 0.12280701754386 1.4 1.16 0.329 0.396 0.725 7.89 4.42 8.21 1.79 17.82 -0.0909090909090909
"178" 2.34 0.347322720694645 0.260492040520984 0.0578871201157742 0.95 1.46 0.245 0.315 0.561 10 1.04 7.53 9.63 15.25 0.111111111111111
"179" 3.9 0.453720508166969 0.43557168784029 0.127041742286751 1.23 0.59 0.305 0.38 0.685 10.25 3.9 7.16 2.63 16.59 0.666666666666667
"180" 5.4 0.654288240495137 0.601237842617153 0.123784261715296 1.54 0.98 0.353 0.454 0.807 5.32 3.1 10.72 1.72 17.29 -0.333333333333333
"181" 3.96 0.488095238095238 0.44047619047619 0.0357142857142857 1.49 1.65 0.345 0.342 0.687 6.96 3.75 9.64 1.86 17.11 -0.0909090909090909
"182" 3.42 0.414902624894158 0.381033022861981 0.110076206604572 1.37 0.86 0.325 0.404 0.729 5.86 3.65 8.67 1.6 16.51 0.25
"183" 5.16 0.600961538461538 0.576923076923077 0.120192307692308 1.42 1.11 0.329 0.455 0.784 5.92 2.69 10.11 2.2 16.98 0
"184" 4.32 0.481927710843373 0.481927710843373 0.103270223752151 1.32 1.15 0.315 0.366 0.681 6.79 3.55 8.33 1.91 16.37 0.666666666666667
"185" 3.53 0.556844547563805 0.394431554524362 0.0464037122969838 1.45 1.48 0.342 0.34 0.682 6.23 5.19 7.89 1.2 16.41 0.111111111111111
"186" 2.81 0.371819960861057 0.313111545988258 0.0978473581213307 1.17 2.88 0.288 0.368 0.656 5.79 2.45 8.06 2.36 14.26 0.666666666666667
"187" 2.67 0.29806259314456 0.29806259314456 0.0745156482861401 1 1.49 0.258 0.286 0.544 10.29 2.54 6.42 4.05 15.46 0.25
"188" 3.59 0.402097902097902 0.402097902097902 0.122377622377622 1.4 0.88 0.335 0.404 0.738 9.83 4.53 8.12 2.17 17.64 0.25
"189" 4.56 0.546139359698682 0.508474576271186 0.131826741996234 1.28 1.35 0.308 0.398 0.706 8.27 3.54 7.93 2.33 16.14 -0.230769230769231
"190" 4.69 0.567885117493473 0.522193211488251 0.12402088772846 1.46 0.79 0.345 0.463 0.808 5.1 2.93 10.19 1.74 17.18 -0.473684210526316
"191" 3.12 0.37821482602118 0.347957639939486 0.151285930408472 0.99 0.43 0.25 0.358 0.608 7.19 2.98 5.97 2.41 15.42 -0.0909090909090909
"192" 3.26 0.363086232980333 0.363086232980333 0.0453857791225416 1.09 0.93 0.288 0.344 0.632 11.4 2.44 7.33 4.67 16.34 0.111111111111111
"193" 5.55 0.663900414937759 0.622406639004149 0.0829875518672199 1.73 1.29 0.396 0.426 0.822 9.06 6.47 9.06 1.4 19.99 0.333333333333333
"194" 4.84 0.617283950617284 0.538720538720539 0.134680134680135 1.44 2.25 0.346 0.454 0.801 4.53 3.12 9.87 1.45 14.82 0
"195" 6.26 0.773913043478261 0.695652173913043 0.165217391304348 1.86 1.12 0.398 0.51 0.908 5.71 6.18 10.57 0.92 18.36 -0.555555555555556
"196" 5.22 0.582362728785358 0.582362728785358 0.0998336106489185 1.71 0.74 0.39 0.439 0.829 6.56 6.27 9.1 1.05 18.2 0
"197" 2.12 0.338409475465313 0.236886632825719 0.050761421319797 1.25 3 0.319 0.333 0.653 2.58 2.28 8.95 1.13 12.59 0.142857142857143
"198" 2.6 0.31968031968032 0.28971028971029 0.04995004995005 1.26 1.46 0.308 0.308 0.617 10.58 3.5 7.8 3.03 17.25 0.142857142857143
"199" 3.92 0.58974358974359 0.435897435897436 0.128205128205128 1.38 0.86 0.329 0.429 0.759 6.23 2.31 10.15 2.7 14.95 0.333333333333333
"200" 2.61 0.33203125 0.29296875 0.09765625 1.26 0.54 0.319 0.339 0.658 12.37 5.4 5.92 2.29 19.18 1
"201" 3.76 0.507462686567164 0.417910447761194 0.17910447761194 1.21 0.81 0.303 0.384 0.687 12.36 3.9 6.99 3.17 17.64 0
"202" 5.8 0.663551401869159 0.644859813084112 0.14018691588785 1.64 1.1 0.381 0.487 0.868 4.79 3.7 11.02 1.3 16.86 -0.333333333333333
"203" 5.01 0.58659217877095 0.558659217877095 0.146648044692737 1.48 1.14 0.343 0.483 0.825 5.89 3.07 10.27 1.92 16.64 -0.428571428571429
"204" 5.44 0.607375271149675 0.607375271149675 0.238611713665944 1.47 0.91 0.347 0.494 0.841 7.38 4.27 8.94 1.73 17.61 0.142857142857143
"205" 4.67 0.594936708860759 0.518987341772152 0.0379746835443038 1.47 2.93 0.344 0.346 0.69 7.06 4.1 9.11 1.72 17.24 -0.111111111111111
"206" 4.15 0.463458110516934 0.463458110516934 0.071301247771836 1.22 0.47 0.307 0.392 0.699 5.27 3.04 7.99 1.74 16.92 0
"207" 4.6 0.57618437900128 0.512163892445583 0.140845070422535 1.51 1.25 0.349 0.443 0.791 5.06 4.02 9.54 1.26 16.89 0
"208" 4.97 0.728155339805825 0.558252427184466 0.121359223300971 1.63 1.35 0.375 0.452 0.827 3.02 3.89 10.8 0.78 16.58 0.6
"209" 4.53 0.543478260869565 0.507246376811594 0.144927536231884 1.42 1.48 0.329 0.427 0.757 5.66 2.26 10.51 2.5 15.66 -0.111111111111111
"210" 2.63 0.375 0.291666666666667 0.166666666666667 1.08 0.76 0.271 0.4 0.671 5.63 2.25 7.5 2.5 16.13 1
"211" 3.55 0.421994884910486 0.396419437340153 0.115089514066496 1.37 0.5 0.32 0.452 0.771 6.98 2.52 9.84 2.77 16.28 0.6
"212" 3.05 0.352798053527981 0.340632603406326 0.072992700729927 1.23 1.6 0.306 0.37 0.675 7.29 2.5 8.6 2.91 15.23 0.333333333333333
"213" 4.24 0.562770562770563 0.476190476190476 0.0865800865800866 1.41 0.52 0.342 0.421 0.763 8.29 3.86 8.87 2.15 16.26 0.333333333333333
"214" 6.15 0.754716981132075 0.68733153638814 0.121293800539084 1.62 1.71 0.362 0.454 0.816 5.79 4.94 9.64 1.17 18.2 -0.333333333333333
"215" 3.7 0.464716006884682 0.413080895008606 0.0516351118760757 1.25 0.78 0.303 0.339 0.643 8.18 3.39 7.87 2.41 16.68 0.6
"216" 6.08 0.714285714285714 0.681063122923588 0.166112956810631 1.63 1.64 0.375 0.552 0.927 4.6 1.78 12.91 2.58 15.71 0.142857142857143
"217" 2.98 0.395010395010395 0.332640332640333 0.0415800415800416 1.24 0.78 0.317 0.348 0.665 4.84 2.79 8.38 1.73 14.63 0.6
"218" 3.4 0.452155625657203 0.378548895899054 0.126182965299685 1.4 1.84 0.336 0.413 0.749 7.46 3.4 9.16 2.19 16.95 0
"219" 5.77 0.674486803519062 0.645161290322581 0.146627565982405 1.49 0.79 0.364 0.478 0.842 3.93 2.62 10.75 1.5 16.57 0.333333333333333
"220" 3.54 0.420499342969777 0.394218134034166 0.105124835742444 1.18 2.45 0.296 0.353 0.649 10.14 2.71 7.9 3.74 15.84 0
"221" 2.81 0.396174863387978 0.314207650273224 0.0546448087431694 1.07 2.38 0.277 0.324 0.601 8.67 2.2 7.45 3.94 14.51 -0.333333333333333
"222" 4.14 0.50561797752809 0.463483146067416 0.154494382022472 1.19 0.6 0.294 0.448 0.742 8.29 2.01 8.67 4.13 16.16 -0.333333333333333
"223" 2.76 0.306122448979592 0.306122448979592 0.0816326530612245 1.27 1.03 0.312 0.382 0.694 4.59 2.76 8.63 1.67 16.06 0.333333333333333
"224" 2.04 0.256410256410256 0.227920227920228 0 1.25 0.55 0.31 0.256 0.566 10.19 4.08 7.13 2.5 17.04 0.6
"225" 5.34 0.598006644518272 0.598006644518272 0.0996677740863787 1.45 0.68 0.336 0.354 0.69 10.68 4.45 8.6 2.4 18.79 1
"226" 2.75 0.305084745762712 0.305084745762712 0.0847457627118644 1.34 2.59 0.335 0.313 0.647 7.93 5.8 6.25 1.37 17.63 0
"227" 5.19 0.576923076923077 0.576923076923077 0.0384615384615385 1.54 0.87 0.362 0.379 0.741 7.62 3.46 10.38 2.2 17.12 1
"228" 2.49 0.297872340425532 0.276595744680851 0.0212765957446809 1.19 1.03 0.294 0.299 0.594 11.49 3.06 7.66 3.75 18.19 0
"229" 4.74 0.593434343434343 0.53030303030303 0.101010101010101 1.56 0.82 0.367 0.34 0.707 9.72 7 7 1.39 19.28 0.142857142857143
"230" 6.46 0.744611365120836 0.718484650555193 0.130633572828217 1.6 1.16 0.363 0.505 0.868 4.05 1.88 12.5 2.16 16.06 -0.578947368421053
"231" 7.06 1.08490566037736 0.80188679245283 0.188679245283019 1.89 0.83 0.394 0.527 0.921 4.98 4.57 12.46 1.09 18.97 0.6
"232" 5.58 0.694214876033058 0.619834710743802 0.148760330578512 1.49 1.18 0.345 0.481 0.827 4.76 2.9 10.49 1.64 16.78 -0.384615384615385
"233" 5.66 0.65173116089613 0.631364562118126 0.183299389002037 1.62 1.34 0.363 0.528 0.891 5.84 3.65 10.95 1.6 16.66 0
"234" 4.07 0.490286771507863 0.453283996299722 0.166512488436633 1.31 1.19 0.319 0.444 0.763 7.73 2.49 9.3 3.1 16.69 -0.272727272727273
"235" 3.69 0.45958795562599 0.412044374009509 0.110935023771791 1.33 0.54 0.315 0.403 0.718 6.54 2.98 8.95 2.19 15.43 0.333333333333333
"236" 3.25 0.390738060781476 0.361794500723589 0.0868306801736614 1.53 1.21 0.353 0.425 0.778 5.97 3.89 9.87 1.53 17.28 -0.2
"237" 5.01 0.615942028985507 0.561594202898551 0.144927536231884 1.42 0.97 0.333 0.4 0.733 9.22 5.5 7.28 1.68 18.45 0.142857142857143
"238" 3.57 0.471698113207547 0.39622641509434 0.132075471698113 1.4 1.76 0.338 0.407 0.745 5.26 4.42 8.15 1.19 16.06 -0.25
"239" 3.49 0.428571428571429 0.387755102040816 0.0816326530612245 1.33 1.44 0.325 0.33 0.655 4.78 4.04 7.9 1.18 16.04 0
"240" 5.51 0.6625 0.6125 0.15 1.5 0.85 0.354 0.473 0.827 5.63 3.15 10.35 1.79 16.88 -0.4
"241" 4.75 0.552291421856639 0.528789659224442 0.141010575793184 1.48 0.86 0.354 0.458 0.813 4.54 3.38 9.91 1.34 15.4 -0.333333333333333
"242" 3.7 0.453141091658084 0.411946446961895 0.0514933058702369 1.37 2.6 0.339 0.333 0.672 6.29 4.35 7.95 1.45 16.52 -0.4
"243" 5 0.622222222222222 0.555555555555556 0.133333333333333 1.67 0.55 0.362 0.407 0.769 8.6 7 8 1.23 18.93 0.2
"244" 5.07 0.577464788732394 0.563380281690141 0.154929577464789 1.42 0.53 0.331 0.458 0.789 8.11 3.17 9.63 2.56 17.25 -0.142857142857143
"245" 7.41 0.852941176470588 0.823529411764706 0.147058823529412 1.88 1.7 0.405 0.514 0.919 3.44 5.82 11.12 0.59 17.09 0.2
"246" 4.29 0.548523206751055 0.478199718706048 0.126582278481013 1.56 1.11 0.36 0.411 0.771 5.55 4.54 9.46 1.22 16.67 -0.142857142857143
"247" 5.93 0.736663844199831 0.660457239627434 0.135478408128704 1.48 0.89 0.333 0.443 0.775 7.38 2.74 10.57 2.69 16.34 -0.4
"248" 3.13 0.420289855072464 0.347826086956522 0.0289855072463768 1.17 1.2 0.298 0.297 0.595 11.48 3.52 7.04 3.26 17.1 -0.25
"249" 1.83 0.205278592375367 0.205278592375367 0.0586510263929619 0.99 0.73 0.255 0.237 0.493 8.65 4.19 4.72 2.06 15.99 1
"250" 4.12 0.460358056265985 0.460358056265985 0.051150895140665 1.3 2.11 0.319 0.375 0.694 7.09 2.52 9.15 2.82 15.41 0.5
"251" 3.26 0.376811594202899 0.36231884057971 0.0869565217391304 1.51 1.98 0.351 0.441 0.792 4.43 2.48 11.09 1.79 14.65 -0.142857142857143
"252" 4.02 0.50561797752809 0.449438202247191 0.0561797752808989 1.56 1.93 0.355 0.371 0.727 5.78 4.27 9.8 1.35 17.39 0
"253" 4.52 0.517676767676768 0.505050505050505 0.0883838383838384 1.46 1.63 0.347 0.43 0.777 5.65 2.6 10.51 2.17 15.2 -0.142857142857143
"254" 6.05 0.727272727272727 0.672727272727273 0.136363636363636 1.71 0.87 0.376 0.481 0.857 5.4 3.85 11.54 1.4 17.21 -0.454545454545455
"255" 4.5 0.526315789473684 0.5 0.0526315789473684 1.5 1.07 0.359 0.392 0.751 4.74 4.5 9 1.05 17.11 0
"256" 5.26 0.61381074168798 0.588235294117647 0.0895140664961637 1.58 1.08 0.36 0.416 0.776 5.95 4.81 9.38 1.24 17.58 -0.142857142857143
"257" 4.05 0.451977401129944 0.451977401129944 0.131826741996234 1.56 1.73 0.366 0.424 0.79 8.44 4.39 9.62 1.92 16.76 -0.142857142857143
"258" 4.57 0.57649667405765 0.509977827050998 0.0665188470066519 1.63 0.82 0.364 0.378 0.741 7.15 5.16 9.53 1.38 17.78 0
"259" 5.66 0.632603406326034 0.632603406326034 0.097323600973236 1.5 1.16 0.363 0.443 0.806 6.1 3.92 9.58 1.56 16.57 0.5
"260" 3.13 0.380348652931854 0.3486529318542 0.110935023771791 1.15 0.59 0.277 0.357 0.634 11.79 3.69 6.68 3.19 17.83 -0.25
"261" 3 0.36 0.333333333333333 0.0266666666666667 1.4 1.01 0.332 0.341 0.673 8.28 4.56 8.04 1.82 17.37 0
"262" 4.85 0.576923076923077 0.538461538461538 0.128205128205128 1.42 1.88 0.344 0.475 0.818 4.38 3.23 9.58 1.36 15.33 -0.142857142857143
"263" 3.92 0.467741935483871 0.435483870967742 0.0483870967741935 1.21 1.18 0.299 0.327 0.626 6.97 3.19 7.69 2.18 15.56 0.5
"264" 5.21 0.631578947368421 0.578947368421053 0.131578947368421 1.59 1.07 0.374 0.419 0.793 9.47 5.45 8.88 1.74 19.54 -0.454545454545455
"265" 5.04 0.62402496099844 0.561622464898596 0.078003120124805 1.6 1.07 0.369 0.462 0.83 6.44 3.36 11.05 1.92 16.24 -0.142857142857143
"266" 3.77 0.421286031042129 0.421286031042129 0.177383592017738 1.04 0.71 0.263 0.394 0.657 9.13 1.79 7.54 5.11 14.14 -0.333333333333333
"267" 2.63 0.294117647058824 0.294117647058824 0.0490196078431373 1.1 1.96 0.286 0.333 0.62 5.55 2.48 7.44 2.24 13.36 0.5
"268" 3.6 0.4 0.4 0.1 1.53 1.08 0.356 0.4 0.756 10.2 5.7 8.1 1.79 17.97 1
"269" 4.23 0.471869328493648 0.471869328493648 0.127041742286751 1.5 0.59 0.344 0.383 0.727 8.95 5.37 8.13 1.67 17.98 0.5
"270" 3.14 0.367775831873905 0.350262697022767 0.0175131348511384 1.45 1.31 0.351 0.336 0.688 6.75 4.08 8.95 1.65 15.8 0
"271" 4.7 0.575296108291032 0.524534686971235 0.11844331641286 1.48 0.86 0.335 0.458 0.792 6.67 1.97 11.38 3.38 16.82 -0.25
"272" 3.86 0.43010752688172 0.43010752688172 0.138248847926267 1.27 0.99 0.316 0.424 0.741 7.99 3.17 8.27 2.52 16.04 -0.25
"273" 8.67 1.17274167987322 0.966719492868463 0.110935023771791 1.93 1.38 0.405 0.523 0.928 4.97 3.55 13.78 1.4 18.49 -0.454545454545455
"274" 3.34 0.404984423676012 0.373831775700935 0.155763239875389 1.14 0.59 0.28 0.33 0.611 10.44 4.73 5.57 2.21 17.35 -0.142857142857143
"275" 6.75 0.759162303664921 0.759162303664921 0.130890052356021 1.45 0.6 0.339 0.51 0.849 6.28 2.33 10.71 2.7 15.98 0.2
"276" 2 0.296296296296296 0.222222222222222 0.0925925925925926 1.19 1.08 0.291 0.325 0.616 10 3.67 7 2.73 17.31 0.5
"277" 6.4 0.730337078651685 0.716292134831461 0.140449438202247 1.8 0.68 0.385 0.488 0.873 6.91 4.65 11.55 1.49 19.19 -0.25
"278" 2.61 0.290322580645161 0.290322580645161 0.0967741935483871 1.16 0.66 0.283 0.329 0.612 8.71 3.34 7.11 2.61 16.81 0.2
"279" 4.33 0.526315789473684 0.484764542936288 0.0692520775623269 1.33 1.26 0.324 0.425 0.748 6.44 2.11 9.91 3.06 16.11 0.2
"280" 3.46 0.436893203883495 0.388349514563107 0.121359223300971 1.34 0.89 0.324 0.427 0.751 9.07 4.75 7.34 1.91 18.29 0
"281" 4.31 0.516934046345811 0.481283422459893 0.213903743315508 1.05 0.68 0.267 0.438 0.704 6.71 2.24 7.19 3 15.2 -0.25
"282" 5.54 0.630769230769231 0.615384615384615 0.138461538461538 1.48 0.57 0.348 0.438 0.787 8.03 4.02 9.28 2 17.17 -0.333333333333333
"283" 2.64 0.323033707865169 0.294943820224719 0.0280898876404494 1.23 1.25 0.302 0.288 0.59 8.79 3.89 7.16 2.26 15.82 0.2
"284" 4.22 0.521327014218009 0.473933649289099 0 1.55 1.35 0.366 0.295 0.66 6.33 5.91 8.02 1.07 16.59 1
"285" 2.33 0.260303687635575 0.260303687635575 0.0867678958785249 1.19 2.09 0.305 0.353 0.658 7.58 2.91 7.77 2.6 14.55 1
"286" 5.81 0.68141592920354 0.646017699115044 0.15929203539823 1.65 1.57 0.376 0.501 0.877 6.21 4.14 10.67 1.5 17.19 -0.571428571428571
"287" 5.86 0.707803992740472 0.653357531760436 0.14519056261343 1.64 0.9 0.373 0.458 0.831 6.34 3.9 10.9 1.63 17.78 0
"288" 2.12 0.382352941176471 0.235294117647059 0.0882352941176471 0.71 0.49 0.211 0.259 0.47 8.74 2.12 4.24 4.13 14.47 0.5
"289" 5.14 0.58361391694725 0.572390572390572 0.0897867564534231 1.56 1.32 0.382 0.437 0.819 5.34 4.63 9.37 1.15 16.88 0.5
"290" 4.73 0.527306967984934 0.527306967984934 0.112994350282486 1.5 0.55 0.34 0.368 0.708 9.79 5.57 7.93 1.76 17.98 -0.25
"291" 2.57 0.285714285714286 0.285714285714286 0.0714285714285714 1.18 1.53 0.282 0.367 0.649 11.57 2.57 8.04 4.5 16.11 0.2
"292" 3.2 0.358565737051793 0.358565737051793 0.0796812749003984 1.3 0.79 0.343 0.271 0.613 11.01 6.75 4.97 1.63 17.96 0.5
"293" 4.88 0.5625 0.541666666666667 0.104166666666667 1.69 0.8 0.371 0.441 0.812 7.31 4.5 10.69 1.63 19 0.2
"294" 4.62 0.540540540540541 0.513513513513513 0.108108108108108 1.19 1.07 0.309 0.37 0.679 4.86 2.68 8.03 1.82 15.24 0.2
"295" 5.01 0.59190031152648 0.560747663551402 0.14018691588785 1.53 1.33 0.351 0.457 0.808 4.59 4.04 9.74 1.14 16.67 -0.25
"296" 4.62 0.515297906602254 0.515297906602254 0.112721417069243 1.44 1.63 0.342 0.39 0.732 9.67 4.04 8.95 2.39 18.98 0.2
"297" 3.57 0.485294117647059 0.397058823529412 0.0441176470588235 1.4 1.32 0.344 0.332 0.677 6.35 4.24 8.34 1.5 16.65 -0.333333333333333
"298" 1.06 0.135135135135135 0.118243243243243 0.0337837837837838 1.16 3.26 0.311 0.327 0.638 4.53 3.32 7.09 1.36 14.01 1
"299" 2.48 0.276497695852535 0.276497695852535 0.10752688172043 1.04 1.07 0.265 0.345 0.609 10.19 2.62 6.75 3.89 15.6 -0.2
"300" 5.71 0.704787234042553 0.638297872340425 0.11968085106383 1.45 1.41 0.344 0.443 0.788 5.95 2.85 10.23 2.08 16.64 -0.666666666666667
"301" 6.08 0.721868365180467 0.679405520169851 0.148619957537155 1.61 1.86 0.366 0.447 0.813 6.65 3.99 10.46 1.67 17.07 -0.2
"302" 4.14 0.464601769911504 0.464601769911504 0.132743362831858 1.38 0.78 0.333 0.45 0.784 4.73 3.94 8.47 1.2 15.55 0
"303" 5.09 0.675287356321839 0.567528735632184 0.179597701149425 1.43 0.59 0.332 0.479 0.811 6.19 3.03 9.86 2.04 16.4 -0.692307692307692
"304" 5.4 0.725190839694656 0.610687022900763 0.114503816793893 1.54 1.92 0.371 0.5 0.871 3.04 1.69 12.15 1.8 15.08 0.333333333333333
"305" 5.88 0.708333333333333 0.652777777777778 0.138888888888889 1.36 1.06 0.323 0.452 0.774 8.38 3.13 9.13 2.68 17.57 -0.5
"306" 2.87 0.404255319148936 0.319148936170213 0.0851063829787234 1.57 0.85 0.354 0.425 0.779 10.34 4.6 9.57 2.25 17.11 0
"307" 6.75 0.828947368421053 0.75 0.144736842105263 1.76 1.35 0.381 0.463 0.844 8.53 4.86 11.01 1.76 18.29 -0.636363636363636
"308" 3.9 0.43557168784029 0.43557168784029 0.181488203266788 1.34 1.13 0.323 0.453 0.777 7.64 4.72 7.32 1.62 16.88 0.333333333333333
"309" 5.4 0.640569395017794 0.604982206405694 0.320284697508897 1.73 0.43 0.371 0.566 0.938 9.85 5.4 10.16 1.82 18.85 0.333333333333333
"310" 3.02 0.37593984962406 0.338345864661654 0.093984962406015 0.97 0.58 0.26 0.373 0.633 6.54 0.84 7.88 7.8 13.6 -0.2
"311" 3.59 0.418006430868167 0.401929260450161 0.0803858520900322 1.24 1.17 0.31 0.351 0.661 8.47 3.73 7.47 2.27 16.12 1
"312" 3.93 0.439121756487026 0.439121756487026 0.0998003992015968 1.59 1.08 0.367 0.443 0.81 7.69 3.58 10.73 2.15 17.7 0.333333333333333
"313" 5.04 0.610328638497653 0.563380281690141 0.187793427230047 1.51 0.83 0.354 0.491 0.845 5.57 4.31 9.25 1.29 16.45 -0.2
"314" 4.31 0.535211267605634 0.47887323943662 0.0845070422535211 1.41 0.68 0.341 0.354 0.695 6.97 4.94 7.73 1.41 17.14 0
"315" 5.29 0.705882352941177 0.588235294117647 0.0588235294117647 1.62 2 0.387 0.409 0.796 3.44 4.5 10.06 0.76 15.88 -0.333333333333333
"316" 6.14 0.704225352112676 0.704225352112676 0.140845070422535 1.7 1.58 0.379 0.483 0.862 7.36 4.3 11.05 1.71 17.73 1
"317" 4.96 0.588235294117647 0.555555555555556 0.130718954248366 1.44 1.03 0.34 0.429 0.769 8.32 4.38 8.61 1.9 17.25 -0.428571428571429
"318" 5.06 0.625 0.5625 0.3125 1.56 1.22 0.362 0.557 0.92 4.5 4.5 9.56 1 18.06 1
"319" 4.74 0.601851851851852 0.532407407407407 0.138888888888889 1.56 1.92 0.357 0.438 0.795 3.92 3.71 10.31 1.06 17.18 -0.2
"320" 5.24 0.588235294117647 0.588235294117647 0.180995475113122 1.7 2.2 0.38 0.443 0.823 7.66 4.84 10.48 1.58 17.6 -0.2
"321" 4.48 0.532445923460898 0.499168053244592 0.249584026622296 1.52 0.72 0.36 0.547 0.907 9.1 3.28 10.44 2.77 16.92 -0.2
"322" 7.58 0.88348271446863 0.845070422535211 0.217669654289373 1.58 0.86 0.365 0.539 0.904 5.17 3.1 11.14 1.67 17.46 -0.555555555555556
"323" 4.82 0.642857142857143 0.535714285714286 0.0892857142857143 1.84 2.86 0.398 0.411 0.809 5.3 6.27 10.29 0.85 18.32 -0.2
"324" 2.53 0.28125 0.28125 0.046875 1.14 0.99 0.29 0.281 0.57 6.33 3.94 6.33 1.61 15.81 -0.2
"325" 2.67 0.296296296296296 0.296296296296296 0.0740740740740741 1.41 0.68 0.325 0.38 0.704 5.33 3 9.67 1.78 17.41 0.333333333333333
"326" 5.54 0.63391442155309 0.618066561014263 0.1743264659271 1.64 1.7 0.383 0.506 0.89 5.26 5.26 9.52 1 17.27 -0.333333333333333
"327" 5.3 0.609981515711645 0.591497227356747 0.129390018484288 1.58 0.87 0.359 0.466 0.825 6.13 3.64 10.6 1.68 17.82 -0.2
"328" 2.93 0.364238410596027 0.33112582781457 0.033112582781457 1.34 0.89 0.328 0.351 0.679 5.58 2.93 9.1 1.9 18.16 0.333333333333333
"329" 6.22 0.802603036876356 0.6941431670282 0.0650759219088937 1.79 1.56 0.383 0.324 0.707 6.22 8.35 7.77 0.74 18.88 -0.555555555555556
"330" 6.51 0.882352941176471 0.735294117647059 0.0735294117647059 2.06 2.21 0.426 0.492 0.917 7.48 5.86 12.69 1.28 20.86 0
"331" 3.4 0.408163265306122 0.38265306122449 0.127551020408163 1.51 0.43 0.36 0.376 0.736 10.66 6.58 7.03 1.62 18.73 0.333333333333333
"332" 5.55 0.654044750430293 0.619621342512909 0.120481927710843 1.46 1.53 0.345 0.443 0.788 4.78 2.47 10.65 1.94 15.53 -0.2
"333" 9.1 1.02739726027397 1.02739726027397 0.342465753424658 1.89 0.63 0.415 0.647 1.062 6.67 6.07 10.92 1.1 17.49 -0.428571428571429
"334" 2.23 0.263929618768328 0.249266862170088 0 1.19 2.02 0.305 0.235 0.539 4.98 3.67 7.08 1.36 15.25 -0.333333333333333
"335" 4.03 0.626223091976517 0.450097847358121 0.136986301369863 1.34 0.96 0.317 0.458 0.774 4.03 2.28 9.82 1.77 16.25 -0.5
"336" 4.58 0.523255813953488 0.523255813953488 0.116279069767442 1.53 1.3 0.365 0.455 0.819 3.06 4.08 9.68 0.75 15.85 1
"337" 1.95 0.246020260492041 0.217076700434153 0.0289435600578871 1.23 1.21 0.297 0.269 0.565 11.94 4.54 6.49 2.63 18.19 1
"338" 4.05 0.519480519480519 0.454545454545455 0.216450216450216 1.39 0.93 0.332 0.549 0.881 5.21 1.16 11.38 4.5 14.91 -0.2
"339" 4.48 0.527817403708987 0.499286733238231 0.14265335235378 1.28 1.59 0.316 0.398 0.714 7.29 3.07 8.45 2.38 16.15 -0.428571428571429
"340" 3.69 0.433839479392625 0.412147505422993 0.17353579175705 1.08 0.83 0.272 0.406 0.677 7.77 1.75 7.96 4.44 16.19 0
"341" 5.95 0.736342042755344 0.665083135391924 0.166270783847981 1.68 1.18 0.369 0.522 0.891 8.93 2.98 12.12 3 18.09 -0.2
"342" 2.43 0.304568527918782 0.27072758037225 0.0676818950930626 1.35 2.63 0.333 0.366 0.699 5.76 4.1 8.04 1.41 16.23 1
"343" 2.68 0.34443168771527 0.298507462686567 0.114810562571757 0.93 0.56 0.251 0.257 0.508 11.75 4.23 4.12 2.78 17.37 -0.333333333333333
"344" 3.92 0.516129032258065 0.435483870967742 0.112903225806452 1.56 2.23 0.369 0.448 0.817 6.24 3.77 10.31 1.65 15.08 1
"345" 10.8 1.2 1.2 0.3 1.95 0.68 0.39 0.591 0.981 8.55 4.95 12.6 1.73 19.15 0
"346" 6.85 0.904977375565611 0.769230769230769 0.135746606334842 2.28 1.11 0.459 0.577 1.037 3.63 5.64 14.91 0.64 20.51 0.333333333333333
"347" 4.04 0.492021276595745 0.452127659574468 0.0930851063829787 1.39 1.53 0.335 0.391 0.727 7.02 3.09 9.4 2.27 16.55 -0.555555555555556
"348" 4.15 0.487238979118329 0.464037122969838 0.0464037122969838 1.36 0.7 0.339 0.348 0.687 9.14 4.15 8.1 2.2 16.55 1
"349" 6.79 0.758483033932136 0.758483033932136 0.119760479041916 1.79 1.41 0.39 0.493 0.883 6.62 3.58 12.52 1.85 17.5 -0.333333333333333
"350" 5.06 0.75 0.5625 0.1875 1.63 1.12 0.365 0.492 0.857 7.88 4.5 10.13 1.75 17.44 0
"351" 4.53 0.575221238938053 0.508849557522124 0.199115044247788 1.23 0.32 0.295 0.405 0.7 7.49 5.32 5.72 1.41 18.22 0.333333333333333
