"","CountryName","CountryCode","IndicatorName","IndicatorCode","Year","Value"
"991","Korea, Rep.","KOR","Scientific and technical journal articles","IP.JRN.ARTC.SC",2000,9571.8
"992","Korea, Rep.","KOR","Trademark applications, total","IP.TMK.TOTL",2000,110073
"993","Russian Federation","RUS","Patent applications, nonresidents","IP.PAT.NRES",2000,8960
"994","Russian Federation","RUS","Patent applications, residents","IP.PAT.RESD",2000,23377
"995","Russian Federation","RUS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2000,1.04984
"996","Russian Federation","RUS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2000,3459.13054
"997","Russian Federation","RUS","Scientific and technical journal articles","IP.JRN.ARTC.SC",2000,17180.1
"998","Russian Federation","RUS","Trademark applications, total","IP.TMK.TOTL",2000,42814
"999","United States","USA","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2000,15.6860452572432
"1000","United States","USA","Patent applications, nonresidents","IP.PAT.NRES",2000,131100
"1001","United States","USA","Patent applications, residents","IP.PAT.RESD",2000,164795
"1002","United States","USA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2000,2.6205
"1003","United States","USA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2000,3475.51518
"1004","United States","USA","Scientific and technical journal articles","IP.JRN.ARTC.SC",2000,192743
"1005","United States","USA","Trademark applications, total","IP.TMK.TOTL",2000,292464
"1006","European Union","EUU","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2001,18.2915721495769
"1007","European Union","EUU","Patent applications, nonresidents","IP.PAT.NRES",2001,45093
"1008","European Union","EUU","Patent applications, residents","IP.PAT.RESD",2001,107808
"1009","European Union","EUU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2001,1.80290198431793
"1010","European Union","EUU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2001,2388.91621959007
"1011","European Union","EUU","Scientific and technical journal articles","IP.JRN.ARTC.SC",2001,221122.5
"1012","European Union","EUU","Trademark applications, total","IP.TMK.TOTL",2001,581421
"1013","China","CHN","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2001,39.4211168399679
"1014","China","CHN","Patent applications, nonresidents","IP.PAT.NRES",2001,33412
"1015","China","CHN","Patent applications, residents","IP.PAT.RESD",2001,30038
"1016","China","CHN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2001,0.94539
"1017","China","CHN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2001,581.53188
"1018","China","CHN","Scientific and technical journal articles","IP.JRN.ARTC.SC",2001,21134.1
"1019","China","CHN","Trademark applications, total","IP.TMK.TOTL",2001,259924
"1020","India","IND","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2001,14.641742793312
"1021","India","IND","Patent applications, nonresidents","IP.PAT.NRES",2001,8213
"1022","India","IND","Patent applications, residents","IP.PAT.RESD",2001,2379
"1023","India","IND","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2001,0.72323
"1024","India","IND","Scientific and technical journal articles","IP.JRN.ARTC.SC",2001,10800.5
"1025","India","IND","Trademark applications, total","IP.TMK.TOTL",2001,90236
"1026","Japan","JPN","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2001,19.8821072725496
"1027","Japan","JPN","Patent applications, nonresidents","IP.PAT.NRES",2001,57433
"1028","Japan","JPN","Patent applications, residents","IP.PAT.RESD",2001,382815
"1029","Japan","JPN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2001,3.07448
"1030","Japan","JPN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2001,5183.76375
"1031","Japan","JPN","Scientific and technical journal articles","IP.JRN.ARTC.SC",2001,56081.7
"1032","Japan","JPN","Trademark applications, total","IP.TMK.TOTL",2001,123788
"1033","Korea, Rep.","KOR","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2001,27.5746794809313
"1034","Korea, Rep.","KOR","Patent applications, nonresidents","IP.PAT.NRES",2001,30898
"1035","Korea, Rep.","KOR","Patent applications, residents","IP.PAT.RESD",2001,73714
"1036","Korea, Rep.","KOR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2001,2.34108
"1037","Korea, Rep.","KOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2001,2932.46257
"1038","Korea, Rep.","KOR","Scientific and technical journal articles","IP.JRN.ARTC.SC",2001,11007.7
"1039","Korea, Rep.","KOR","Trademark applications, total","IP.TMK.TOTL",2001,107137
"1040","Russian Federation","RUS","Patent applications, nonresidents","IP.PAT.NRES",2001,9313
"1041","Russian Federation","RUS","Patent applications, residents","IP.PAT.RESD",2001,24777
"1042","Russian Federation","RUS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2001,1.17694
"1043","Russian Federation","RUS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2001,3468.55382
"1044","Russian Federation","RUS","Scientific and technical journal articles","IP.JRN.ARTC.SC",2001,15657.9
"1045","Russian Federation","RUS","Trademark applications, total","IP.TMK.TOTL",2001,53096
"1046","United States","USA","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2001,14.3819522758091
"1047","United States","USA","Patent applications, nonresidents","IP.PAT.NRES",2001,148958
"1048","United States","USA","Patent applications, residents","IP.PAT.RESD",2001,177513
"1049","United States","USA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2001,2.63832
"1050","United States","USA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2001,3545.55681
"1051","United States","USA","Scientific and technical journal articles","IP.JRN.ARTC.SC",2001,190593.6
"1052","United States","USA","Trademark applications, total","IP.TMK.TOTL",2001,216308
"1053","European Union","EUU","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2002,17.7320569593805
"1054","European Union","EUU","Patent applications, nonresidents","IP.PAT.NRES",2002,46259
"1055","European Union","EUU","Patent applications, residents","IP.PAT.RESD",2002,104566
"1056","European Union","EUU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2002,1.77509495139178
"1057","European Union","EUU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2002,2455.76333626906
"1058","European Union","EUU","Scientific and technical journal articles","IP.JRN.ARTC.SC",2002,222439.4
"1059","European Union","EUU","Trademark applications, total","IP.TMK.TOTL",2002,534806
"1060","China","CHN","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2002,39.0991272565743
"1061","China","CHN","Patent applications, nonresidents","IP.PAT.NRES",2002,40426
"1062","China","CHN","Patent applications, residents","IP.PAT.RESD",2002,39806
"1063","China","CHN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2002,1.06411
"1064","China","CHN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2002,631.07801
"1065","China","CHN","Scientific and technical journal articles","IP.JRN.ARTC.SC",2002,23269.1
"1066","China","CHN","Trademark applications, total","IP.TMK.TOTL",2002,364948
"1067","India","IND","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2002,14.8700609508244
"1068","India","IND","Patent applications, nonresidents","IP.PAT.NRES",2002,8772
"1069","India","IND","Patent applications, residents","IP.PAT.RESD",2002,2693
"1070","India","IND","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2002,0.71316
"1071","India","IND","Scientific and technical journal articles","IP.JRN.ARTC.SC",2002,11664.7
"1072","India","IND","Trademark applications, total","IP.TMK.TOTL",2002,94120
"1073","Japan","JPN","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2002,19.3731549378654
"1074","Japan","JPN","Patent applications, nonresidents","IP.PAT.NRES",2002,56601
"1075","Japan","JPN","Patent applications, residents","IP.PAT.RESD",2002,365204
"1076","Japan","JPN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2002,3.11562
"1077","Japan","JPN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2002,4934.94989
"1078","Japan","JPN","Scientific and technical journal articles","IP.JRN.ARTC.SC",2002,56346.5
"1079","Japan","JPN","Trademark applications, total","IP.TMK.TOTL",2002,117472
"1080","Korea, Rep.","KOR","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2002,27.1751107158842
"1081","Korea, Rep.","KOR","Patent applications, nonresidents","IP.PAT.NRES",2002,29566
"1082","Korea, Rep.","KOR","Patent applications, residents","IP.PAT.RESD",2002,76570
"1083","Korea, Rep.","KOR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2002,2.27382
"1084","Korea, Rep.","KOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2002,3034.38695
"1085","Korea, Rep.","KOR","Scientific and technical journal articles","IP.JRN.ARTC.SC",2002,11734.5
"1086","Korea, Rep.","KOR","Trademark applications, total","IP.TMK.TOTL",2002,107876
"1087","Russian Federation","RUS","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2002,17.0769734444858
"1088","Russian Federation","RUS","Patent applications, nonresidents","IP.PAT.NRES",2002,9596
"1089","Russian Federation","RUS","Patent applications, residents","IP.PAT.RESD",2002,23712
"1090","Russian Federation","RUS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2002,1.24782
"1091","Russian Federation","RUS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2002,3388.14859
"1092","Russian Federation","RUS","Scientific and technical journal articles","IP.JRN.ARTC.SC",2002,15847.2
"1093","Russian Federation","RUS","Trademark applications, total","IP.TMK.TOTL",2002,43494
"1094","United States","USA","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2002,13.8775457274952
"1095","United States","USA","Patent applications, nonresidents","IP.PAT.NRES",2002,150200
"1096","United States","USA","Patent applications, residents","IP.PAT.RESD",2002,184245
"1097","United States","USA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2002,2.54968
"1098","United States","USA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2002,3630.32234
"1099","United States","USA","Scientific and technical journal articles","IP.JRN.ARTC.SC",2002,190496.1
"1100","United States","USA","Trademark applications, total","IP.TMK.TOTL",2002,212637
"1101","European Union","EUU","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2003,17.251152345041
"1102","European Union","EUU","Patent applications, nonresidents","IP.PAT.NRES",2003,42656
"1103","European Union","EUU","Patent applications, residents","IP.PAT.RESD",2003,103560
"1104","European Union","EUU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2003,1.79876535017551
"1105","European Union","EUU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2003,2558.86643176158
"1106","European Union","EUU","Scientific and technical journal articles","IP.JRN.ARTC.SC",2003,225664.1
"1107","European Union","EUU","Trademark applications, total","IP.TMK.TOTL",2003,531826
"1108","China","CHN","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2003,40.1318072317423
"1109","China","CHN","Patent applications, nonresidents","IP.PAT.NRES",2003,48548
"1110","China","CHN","Patent applications, residents","IP.PAT.RESD",2003,56769
"1111","China","CHN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2003,1.1274
"1112","China","CHN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2003,667.53208
"1113","China","CHN","Scientific and technical journal articles","IP.JRN.ARTC.SC",2003,28767.9
"1114","China","CHN","Trademark applications, total","IP.TMK.TOTL",2003,446654
"1115","India","IND","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2003,14.8978362963671
"1116","India","IND","Patent applications, nonresidents","IP.PAT.NRES",2003,9188
"1117","India","IND","Patent applications, residents","IP.PAT.RESD",2003,3425
"1118","India","IND","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2003,0.70689
"1119","India","IND","Scientific and technical journal articles","IP.JRN.ARTC.SC",2003,12462.2
"1120","India","IND","Trademark applications, total","IP.TMK.TOTL",2003,92251
"1121","Japan","JPN","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2003,19.5305785779082
"1122","Japan","JPN","Patent applications, nonresidents","IP.PAT.NRES",2003,54909
"1123","Japan","JPN","Patent applications, residents","IP.PAT.RESD",2003,358184
"1124","Japan","JPN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2003,3.14388
"1125","Japan","JPN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2003,5156.09369
"1126","Japan","JPN","Scientific and technical journal articles","IP.JRN.ARTC.SC",2003,57231.2
"1127","Japan","JPN","Trademark applications, total","IP.TMK.TOTL",2003,123393
"1128","Korea, Rep.","KOR","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2003,26.6823898807497
"1129","Korea, Rep.","KOR","Patent applications, nonresidents","IP.PAT.NRES",2003,28338
"1130","Korea, Rep.","KOR","Patent applications, residents","IP.PAT.RESD",2003,90313
"1131","Korea, Rep.","KOR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2003,2.3515
"1132","Korea, Rep.","KOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2003,3215.21147
"1133","Korea, Rep.","KOR","Scientific and technical journal articles","IP.JRN.ARTC.SC",2003,13402.9
"1134","Korea, Rep.","KOR","Trademark applications, total","IP.TMK.TOTL",2003,110611
"1135","Russian Federation","RUS","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2003,16.33142797084
"1136","Russian Federation","RUS","Patent applications, nonresidents","IP.PAT.NRES",2003,9901
"1137","Russian Federation","RUS","Patent applications, residents","IP.PAT.RESD",2003,24969
"1138","Russian Federation","RUS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2003,1.28603
"1139","Russian Federation","RUS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2003,3371.60319
"1140","Russian Federation","RUS","Scientific and technical journal articles","IP.JRN.ARTC.SC",2003,15147.8
"1141","Russian Federation","RUS","Trademark applications, total","IP.TMK.TOTL",2003,35091
"1142","United States","USA","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2003,13.7665588606698
"1143","United States","USA","Patent applications, nonresidents","IP.PAT.NRES",2003,153500
"1144","United States","USA","Patent applications, residents","IP.PAT.RESD",2003,188941
"1145","United States","USA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2003,2.55287
"1146","United States","USA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2003,3870.20629
"1147","United States","USA","Scientific and technical journal articles","IP.JRN.ARTC.SC",2003,196445.3
"1148","United States","USA","Trademark applications, total","IP.TMK.TOTL",2003,220965
"1149","European Union","EUU","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2004,17.0375423860339
"1150","European Union","EUU","Patent applications, nonresidents","IP.PAT.NRES",2004,36945
"1151","European Union","EUU","Patent applications, residents","IP.PAT.RESD",2004,103752
"1152","European Union","EUU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2004,1.76311559912384
"1153","European Union","EUU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2004,2688.97384719419
"1154","European Union","EUU","Scientific and technical journal articles","IP.JRN.ARTC.SC",2004,231361
"1155","European Union","EUU","Trademark applications, total","IP.TMK.TOTL",2004,523934
"1156","China","CHN","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2004,40.4719482719035
"1157","China","CHN","Patent applications, nonresidents","IP.PAT.NRES",2004,64598
"1158","China","CHN","Patent applications, residents","IP.PAT.RESD",2004,65786
"1159","China","CHN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2004,1.22349
"1160","China","CHN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2004,713.28449
"1161","China","CHN","Scientific and technical journal articles","IP.JRN.ARTC.SC",2004,34845.6
"1162","China","CHN","Trademark applications, total","IP.TMK.TOTL",2004,581805
"1163","India","IND","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2004,15.2525610553799
"1164","India","IND","Patent applications, nonresidents","IP.PAT.NRES",2004,13452
"1165","India","IND","Patent applications, residents","IP.PAT.RESD",2004,4014
"1166","India","IND","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2004,0.74385
"1167","India","IND","Scientific and technical journal articles","IP.JRN.ARTC.SC",2004,13368.7
"1168","India","IND","Trademark applications, total","IP.TMK.TOTL",2004,78996
"1169","Japan","JPN","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2004,19.7294270605388
"1170","Japan","JPN","Patent applications, nonresidents","IP.PAT.NRES",2004,54665
"1171","Japan","JPN","Patent applications, residents","IP.PAT.RESD",2004,368416
"1172","Japan","JPN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2004,3.1332
"1173","Japan","JPN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2004,5156.82821
"1174","Japan","JPN","Scientific and technical journal articles","IP.JRN.ARTC.SC",2004,56538.4
"1175","Japan","JPN","Trademark applications, total","IP.TMK.TOTL",2004,128851
"1176","Korea, Rep.","KOR","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2004,28.513196151783
"1177","Korea, Rep.","KOR","Patent applications, nonresidents","IP.PAT.NRES",2004,34865
"1178","Korea, Rep.","KOR","Patent applications, residents","IP.PAT.RESD",2004,105250
"1179","Korea, Rep.","KOR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2004,2.53248
"1180","Korea, Rep.","KOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2004,3301.31429
"1181","Korea, Rep.","KOR","Scientific and technical journal articles","IP.JRN.ARTC.SC",2004,15255.6
"1182","Korea, Rep.","KOR","Trademark applications, total","IP.TMK.TOTL",2004,113320
"1183","Russian Federation","RUS","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2004,17.4371380564866
"1184","Russian Federation","RUS","Patent applications, nonresidents","IP.PAT.NRES",2004,7205
"1185","Russian Federation","RUS","Patent applications, residents","IP.PAT.RESD",2004,22985
"1186","Russian Federation","RUS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2004,1.15133
"1187","Russian Federation","RUS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2004,3315.98182
"1188","Russian Federation","RUS","Scientific and technical journal articles","IP.JRN.ARTC.SC",2004,14921.8
"1189","Russian Federation","RUS","Trademark applications, total","IP.TMK.TOTL",2004,40611
"1190","United States","USA","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2004,13.6730994094371
"1191","United States","USA","Patent applications, nonresidents","IP.PAT.NRES",2004,167407
"1192","United States","USA","Patent applications, residents","IP.PAT.RESD",2004,189536
"1193","United States","USA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2004,2.48995
"1194","United States","USA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2004,3764.83943
"1195","United States","USA","Scientific and technical journal articles","IP.JRN.ARTC.SC",2004,202097.3
"1196","United States","USA","Trademark applications, total","IP.TMK.TOTL",2004,248406
"1197","European Union","EUU","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2005,16.7871061927278
"1198","European Union","EUU","Patent applications, nonresidents","IP.PAT.NRES",2005,33634
"1199","European Union","EUU","Patent applications, residents","IP.PAT.RESD",2005,101595
"1200","European Union","EUU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2005,1.75627393735235
"1201","European Union","EUU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2005,2788.27549412203
"1202","European Union","EUU","Scientific and technical journal articles","IP.JRN.ARTC.SC",2005,236075.9
"1203","European Union","EUU","Trademark applications, total","IP.TMK.TOTL",2005,553936
"1204","China","CHN","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2005,41.4395801569481
"1205","China","CHN","Patent applications, nonresidents","IP.PAT.NRES",2005,79842
"1206","China","CHN","Patent applications, residents","IP.PAT.RESD",2005,93485
"1207","China","CHN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2005,1.31793
"1208","China","CHN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2005,856.84548
"1209","China","CHN","Scientific and technical journal articles","IP.JRN.ARTC.SC",2005,41603.6
"1210","China","CHN","Trademark applications, total","IP.TMK.TOTL",2005,659148
"1211","India","IND","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2005,15.3861840547017
"1212","India","IND","Patent applications, nonresidents","IP.PAT.NRES",2005,19661
"1213","India","IND","Patent applications, residents","IP.PAT.RESD",2005,4721
"1214","India","IND","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2005,0.81044
"1215","India","IND","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2005,135.2997
"1216","India","IND","Scientific and technical journal articles","IP.JRN.ARTC.SC",2005,14635.3
"1217","India","IND","Trademark applications, total","IP.TMK.TOTL",2005,85669
"1218","Japan","JPN","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2005,19.9155186617223
"1219","Japan","JPN","Patent applications, nonresidents","IP.PAT.NRES",2005,59118
"1220","Japan","JPN","Patent applications, residents","IP.PAT.RESD",2005,367960
"1221","Japan","JPN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2005,3.3087
"1222","Japan","JPN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2005,5360.19593
"1223","Japan","JPN","Scientific and technical journal articles","IP.JRN.ARTC.SC",2005,55527.3
"1224","Japan","JPN","Trademark applications, total","IP.TMK.TOTL",2005,136050
"1225","Korea, Rep.","KOR","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2005,28.275237589929
"1226","Korea, Rep.","KOR","Patent applications, nonresidents","IP.PAT.NRES",2005,38733
"1227","Korea, Rep.","KOR","Patent applications, residents","IP.PAT.RESD",2005,122188
"1228","Korea, Rep.","KOR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2005,2.62617
"1229","Korea, Rep.","KOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2005,3777.10678
"1230","Korea, Rep.","KOR","Scientific and technical journal articles","IP.JRN.ARTC.SC",2005,16395.8
"1231","Korea, Rep.","KOR","Trademark applications, total","IP.TMK.TOTL",2005,123064
"1232","Russian Federation","RUS","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2005,18.2985242672837
"1233","Russian Federation","RUS","Patent applications, nonresidents","IP.PAT.NRES",2005,8609
"1234","Russian Federation","RUS","Patent applications, residents","IP.PAT.RESD",2005,23644
"1235","Russian Federation","RUS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2005,1.06797
"1236","Russian Federation","RUS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2005,3234.70756
"1237","Russian Federation","RUS","Scientific and technical journal articles","IP.JRN.ARTC.SC",2005,14424.5
"1238","Russian Federation","RUS","Trademark applications, total","IP.TMK.TOTL",2005,47222
"1239","United States","USA","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2005,13.4889664623204
"1240","United States","USA","Patent applications, nonresidents","IP.PAT.NRES",2005,182866
"1241","United States","USA","Patent applications, residents","IP.PAT.RESD",2005,207867
"1242","United States","USA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2005,2.50599
"1243","United States","USA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2005,3718.04915
"1244","United States","USA","Scientific and technical journal articles","IP.JRN.ARTC.SC",2005,205564.6
"1245","United States","USA","Trademark applications, total","IP.TMK.TOTL",2005,264510
"1246","European Union","EUU","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2006,16.7428215069773
"1247","European Union","EUU","Patent applications, nonresidents","IP.PAT.NRES",2006,28221
"1248","European Union","EUU","Patent applications, residents","IP.PAT.RESD",2006,100995
"1249","European Union","EUU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2006,1.77674689709361
"1250","European Union","EUU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2006,2874.94013769347
"1251","European Union","EUU","Scientific and technical journal articles","IP.JRN.ARTC.SC",2006,243851.2
"1252","European Union","EUU","Trademark applications, total","IP.TMK.TOTL",2006,546242
"1253","China","CHN","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2006,41.8451822411082
"1254","China","CHN","Patent applications, nonresidents","IP.PAT.NRES",2006,88183
"1255","China","CHN","Patent applications, residents","IP.PAT.RESD",2006,122318
"1256","China","CHN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2006,1.37974
"1257","China","CHN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2006,932.31417
"1258","China","CHN","Scientific and technical journal articles","IP.JRN.ARTC.SC",2006,49575.1
"1259","China","CHN","Trademark applications, total","IP.TMK.TOTL",2006,741942
"1260","India","IND","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2006,16.0582770282816
"1261","India","IND","Patent applications, nonresidents","IP.PAT.NRES",2006,23242
"1262","India","IND","Patent applications, residents","IP.PAT.RESD",2006,5686
"1263","India","IND","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2006,0.79722
"1264","India","IND","Scientific and technical journal articles","IP.JRN.ARTC.SC",2006,16743.3
"1265","India","IND","Trademark applications, total","IP.TMK.TOTL",2006,103419
"1266","Japan","JPN","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2006,19.9224623065755
"1267","Japan","JPN","Patent applications, nonresidents","IP.PAT.NRES",2006,61614
"1268","Japan","JPN","Patent applications, residents","IP.PAT.RESD",2006,347060
"1269","Japan","JPN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2006,3.4091
"1270","Japan","JPN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2006,5386.99422
"1271","Japan","JPN","Scientific and technical journal articles","IP.JRN.ARTC.SC",2006,54469.4
"1272","Japan","JPN","Trademark applications, total","IP.TMK.TOTL",2006,135865
"1273","Korea, Rep.","KOR","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2006,27.813693605623
"1274","Korea, Rep.","KOR","Patent applications, nonresidents","IP.PAT.NRES",2006,40713
"1275","Korea, Rep.","KOR","Patent applications, residents","IP.PAT.RESD",2006,125476
"1276","Korea, Rep.","KOR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2006,2.83066
"1277","Korea, Rep.","KOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2006,4175.01381
"1278","Korea, Rep.","KOR","Scientific and technical journal articles","IP.JRN.ARTC.SC",2006,17909.9
"1279","Korea, Rep.","KOR","Trademark applications, total","IP.TMK.TOTL",2006,130738
"1280","Russian Federation","RUS","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2006,17.9131695780809
"1281","Russian Federation","RUS","Patent applications, nonresidents","IP.PAT.NRES",2006,9807
"1282","Russian Federation","RUS","Patent applications, residents","IP.PAT.RESD",2006,27884
"1283","Russian Federation","RUS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS",2006,1.07294
"1284","Russian Federation","RUS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6",2006,3239.58533
"1285","Russian Federation","RUS","Scientific and technical journal articles","IP.JRN.ARTC.SC",2006,13561.6
"1286","Russian Federation","RUS","Trademark applications, total","IP.TMK.TOTL",2006,52867
"1287","United States","USA","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",2006,13.5223117191014
"1288","United States","USA","Patent applications, nonresidents","IP.PAT.NRES",2006,204182
"1289","United States","USA","Patent applications, residents","IP.PAT.RESD",2006,221784
